id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
610111,ARG-2026-3-3-XXX160-8,2026,false,Check dyad,3,XXX160,4264,XXX160 - Civilians,XXX160,4870,XXX160 - Civilians,XXX160,3600,XXX160,9999,1,Civilians,1,"""La Capital,2026-01-08,He was shot in Cabín 9, returned to the hospital days later and died""",La Capital,2026-01-08,"He was shot in Cabín 9, returned to the hospital days later and died",La Capital,1,Pérez town,"Santa Fe province
Rosario department
Cabín 9, Pérez",Santa Fe province,Rosario department,-32.997825,-60.773785,POINT (-60.773785069799814 -32.997825373676932),82319,Argentina,160,Americas,1,1,2026-01-08 00:00:00.000,2026-01-08 00:00:00.000,0,0,1,0,1,1,1,,
610066,ARG-2026-3-3-XXX160-6,2026,false,Check dyad,3,XXX160,4264,XXX160 - Civilians,XXX160,4870,XXX160 - Civilians,XXX160,3600,XXX160,9999,1,Civilians,1,"""La Capital,2026-01-11,A woman was shot and killed in the western part of Rosario, and a 19-year-old man has been arrested.""",La Capital,2026-01-11,"A woman was shot and killed in the western part of Rosario, and a 19-year-old man has been arrested.",La Capital,1,Rosario town,"Santa Fe province
Rosario department
Western part of Rosario, intersection of 27 de Febrero and Brasil streets",Santa Fe province,Rosario department,-32.957500,-60.639444,POINT (-60.639444 -32.9575),82319,Argentina,160,Americas,1,1,2026-01-11 00:00:00.000,2026-01-11 00:00:00.000,0,0,1,0,1,1,1,,
611010,ARG-2026-3-3-XXX160-9,2026,false,Check dyad,3,XXX160,4264,XXX160 - Civilians,XXX160,4870,XXX160 - Civilians,XXX160,3600,XXX160,9999,1,Civilians,2,"""El Ciudadano,2026-01-18,A night of terror in Rosario: a woman murdered in Empalme Graneros and a driver shot in the head"";""La Capital,2026-01-19,Shooting in Empalme Graneros: the murdered woman has been identified, and the man remains in serious condition.""",El Ciudadano;La Capital,2026-01-18;2026-01-19,"A night of terror in Rosario: a woman murdered in Empalme Graneros and a driver shot in the head;Shooting in Empalme Graneros: the murdered woman has been identified, and the man remains in serious condition.",El Ciudadano and La Capital,1,Rosario town,"Santa Fe province
Rosario department
Rosario town, Empalme Graneros, intersection of Garzón and Schweitzer streets",Santa Fe province,Rosario department,-32.957500,-60.639444,POINT (-60.639444 -32.9575),82319,Argentina,160,Americas,1,1,2026-01-18 00:00:00.000,2026-01-18 00:00:00.000,0,0,1,0,1,1,1,,
609851,ARG-2026-3-18716-0,2026,false,Clear,3,9630,16775,Los Monos - Civilians,9630,18716,Los Monos - Civilians,9630,9630,Los Monos,9999,1,Civilians,1,"""El Ciudadano,2026-01-04,Violent attack in the southern area: a 26-year-old young man was shot to death""",El Ciudadano,2026-01-04,Violent attack in the southern area: a 26-year-old young man was shot to death,El Ciudadano,1,Rosario town,"Santa Fe province
Rosario department
Rosario town, southern area of the city in the vicinity of Plato and Pineda",Santa Fe province,Rosario department,-32.957500,-60.639444,POINT (-60.639444 -32.9575),82319,Argentina,160,Americas,1,1,2026-01-04 00:00:00.000,2026-01-04 00:00:00.000,0,0,1,0,1,1,1,,
613876,BNG-2026-1-1-XXX771-0,2026,false,Check dyad,1,XXX771,12,XXX771,1-XXX771,23,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,5,"""Xinhua News Agency,2026-01-08,Politician shot dead in Bangladesh capital"";""The New Nation (Bangladesh),2026-01-09,Repeated violent acts meant to corner govt: Fakhrul"";""The New Nation (Bangladesh),2026-01-09,Spike in shootings sparks alarm over poll security"";""Indo-Asian News Service,2026-01-14,Three leaders killed in 15 days amid rising political violence in poll-bound Bangladesh"";""SAPT,2026-01-07,Bangladesh: Timeline (Terrorist Activities)-2026""",Xinhua News Agency;The New Nation (Bangladesh);The New Nation (Bangladesh);Indo-Asian News Service;SAPT,2026-01-08;2026-01-09;2026-01-09;2026-01-14;2026-01-07,Politician shot dead in Bangladesh capital;Repeated violent acts meant to corner govt: Fakhrul;Spike in shootings sparks alarm over poll security;Three leaders killed in 15 days amid rising political violence in poll-bound Bangladesh;Bangladesh: Timeline (Terrorist Activities)-2026,"police, medics, SAPT",1,Dhaka city,Tejturi Bazar area of Tejgaon in capitol dhaka,Dhaka division,Dhaka district,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,Asia,1,1,2026-01-07 00:00:00.000,2026-01-07 00:00:00.000,1,0,0,0,1,1,1,,
613918,BNG-2026-1-1-XXX771-1,2026,false,Check dyad,1,XXX771,12,XXX771,1-XXX771,23,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,2,"""The New Nation (Bangladesh),2026-01-23,3 held in RAB murder case"";""SAPT,2026-12-19,Bangladesh: Timeline (Terrorist Activities)-2026""",The New Nation (Bangladesh);SAPT,2026-01-23;2026-12-19,3 held in RAB murder case;Bangladesh: Timeline (Terrorist Activities)-2026,"police, SAPT",2,Salimpur town,Jungle Salimpur in Sitakunda Upazila,Chittagong division,Chittagong district,22.392948,91.758636,POINT (91.758636 22.392948),161824,Bangladesh,771,Asia,1,1,2026-01-19 00:00:00.000,2026-01-19 00:00:00.000,1,0,0,0,1,1,1,,
614075,BNG-2026-2-2-XXX771-3,2026,false,Check dyad,2,2-XXX771,12,XXX771 - XXX771,2-XXX771,24,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,1,"""SAPT,2026-02-03,Bangladesh: Timeline (Terrorist Activities)-2026""",SAPT,2026-02-03,Bangladesh: Timeline (Terrorist Activities)-2026,SAPT,1,Jessore town,Shankarpur of Jashore town in Jashore District,Khulna division,Jessore district,23.169710,89.213710,POINT (89.21371 23.16971),163259,Bangladesh,771,Asia,1,1,2026-01-03 00:00:00.000,2026-01-03 00:00:00.000,1,0,0,0,1,1,1,,
613909,BNG-2026-2-2-XXX771-1,2026,false,Check dyad,2,2-XXX771,12,XXX771 - XXX771,2-XXX771,24,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,1,"""Indo-Asian News Service,2026-01-14,Three leaders killed in 15 days amid rising political violence in poll-bound Bangladesh""",Indo-Asian News Service,2026-01-14,Three leaders killed in 15 days amid rising political violence in poll-bound Bangladesh,"locals, police",1,Panchibi union,Panchbibi upazila of Joypurhat district,Rajshahi division,Joypurhat district,25.174497,88.996637,POINT (88.996637 25.174497),166138,Bangladesh,771,Asia,1,3,2026-01-05 00:00:00.000,2026-01-11 00:00:00.000,1,0,0,0,1,1,1,,
614097,BNG-2026-2-2-XXX771-4,2026,false,Check dyad,2,2-XXX771,12,XXX771 - XXX771,2-XXX771,24,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,1,"""SAPT,2026-01-07,Bangladesh: Timeline (Terrorist Activities)-2026""",SAPT,2026-01-07,Bangladesh: Timeline (Terrorist Activities)-2026,SAPT,2,Dhaka city,"",Dhaka division,Dhaka district,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,Asia,1,1,2026-01-07 00:00:00.000,2026-01-07 00:00:00.000,0,0,0,1,1,1,1,,
613908,BNG-2026-2-2-XXX771-0,2026,false,Check dyad,2,2-XXX771,12,XXX771 - XXX771,2-XXX771,24,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,1,"""SAPT,2026-01-13,Bangladesh: Timeline (Terrorist Activities)-2026""",SAPT,2026-01-13,Bangladesh: Timeline (Terrorist Activities)-2026,SAPT,1,Dhaka city,dhaka,Dhaka division,Dhaka district,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,Asia,1,1,2026-01-13 00:00:00.000,2026-01-13 00:00:00.000,1,0,0,0,1,1,1,,
614112,BNG-2026-2-2-XXX771-5,2026,false,Check dyad,2,2-XXX771,12,XXX771 - XXX771,2-XXX771,24,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,1,"""SAPT,2026-01-14,Bangladesh: Timeline (Terrorist Activities)-2026""",SAPT,2026-01-14,Bangladesh: Timeline (Terrorist Activities)-2026,police,2,Teknaf sub-district,Rohingya refugee camp in Hnila Union of Teknaf Upazila (Sub-District) in Cox’s Bazar District,Chittagong division,Cox’s Bāzār district,21.056342,92.216811,POINT (92.216811 21.056342),160385,Bangladesh,771,Asia,1,1,2026-01-14 00:00:00.000,2026-01-14 00:00:00.000,0,0,0,1,1,1,1,,
614160,BNG-2026-2-2-XXX771-6,2026,false,Check dyad,2,2-XXX771,12,XXX771 - XXX771,2-XXX771,24,XXX771 - XXX771,XXX771,3607,XXX771,XXX771,3607,XXX771,1,"""SAPT,2026-01-30,Bangladesh: Timeline (Terrorist Activities)-2026""",SAPT,2026-01-30,Bangladesh: Timeline (Terrorist Activities)-2026,SAPT,2,Rupganj sub-district,Trishkahania area of Kanchan Municipality in Rupganj Upazila (Sub-District) of Narayanganj District,Dhaka division,Narayanganj district,23.830000,90.540000,POINT (90.54 23.83),163982,Bangladesh,771,Asia,1,1,2026-01-30 00:00:00.000,2026-01-30 00:00:00.000,1,0,0,0,1,1,1,,
614139,BNG-2026-3-1380-0,2026,false,Check geography,3,374,909,Supporters of BNP - Civilians,374,1380,Supporters of BNP - Civilians,374,374,Supporters of BNP,9999,1,Civilians,1,"""SAPT,2026-01-21,Bangladesh: Timeline (Terrorist Activities)-2026""",SAPT,2026-01-21,Bangladesh: Timeline (Terrorist Activities)-2026,SAPT,6,Bangladesh,"",,,24.000000,90.000000,POINT (90 24),164701,Bangladesh,771,Asia,1,1,2026-01-21 00:00:00.000,2026-01-21 00:00:00.000,0,0,1,0,1,1,1,,
613827,BNG-2026-3-3-XXX771-1,2026,false,Check type of violence,3,XXX771,4271,XXX771 - Civilians,XXX771,4877,XXX771 - Civilians,XXX771,3607,XXX771,9999,1,Civilians,4,"""Indo-Asian News Service,2026-01-06,Bihar Minister condemns killing of Hindu man in Bangladesh, calls for strong action"";""Indo-Asian News Service,2026-01-06,Matter of deep concern: VHP’s International president on atrocities against Hindus in Bangladesh"";""Press Trust of India,2026-01-06,B'desh Hindus witness violence resulting in casualties in recent weeks"";""SAPT,2026-01-05,Bangladesh: Timeline (Terrorist Activities)-2026""",Indo-Asian News Service;Indo-Asian News Service;Press Trust of India;SAPT,2026-01-06;2026-01-06;2026-01-06;2026-01-05,"Bihar Minister condemns killing of Hindu man in Bangladesh, calls for strong action;Matter of deep concern: VHP’s International president on atrocities against Hindus in Bangladesh;B'desh Hindus witness violence resulting in casualties in recent weeks;Bangladesh: Timeline (Terrorist Activities)-2026","police, SAPT",1,Manirampur Upazila,"Kapalia market, located in Monirampur Upazila of Jessore district",Khulna division,Jessore district,23.021165,89.223321,POINT (89.223321454212993 23.02116507933161),163259,Bangladesh,771,Asia,1,1,2026-01-05 00:00:00.000,2026-01-05 00:00:00.000,0,0,1,0,1,1,1,,
613836,BNG-2026-3-3-XXX771-2,2026,false,Check type of violence,3,XXX771,4271,XXX771 - Civilians,XXX771,4877,XXX771 - Civilians,XXX771,3607,XXX771,9999,1,Civilians,3,"""Indo-Asian News Service,2026-01-06,Matter of deep concern: VHP’s International president on atrocities against Hindus in Bangladesh"";""Press Trust of India,2026-01-06,Another Hindu man killed in Bangladesh"";""SAPT,2026-01-06,Bangladesh: Timeline (Terrorist Activities)-2026""",Indo-Asian News Service;Press Trust of India;SAPT,2026-01-06;2026-01-06;2026-01-06,Matter of deep concern: VHP’s International president on atrocities against Hindus in Bangladesh;Another Hindu man killed in Bangladesh;Bangladesh: Timeline (Terrorist Activities)-2026,"local residents, eyewitnesses, SAPT",5,Palash sub-district,"Charsindur Bazaar in Palash Upazila of Narsingdi, dhaka",Dhaka division,Narsingdi district,23.950000,90.625000,POINT (90.625 23.95),163982,Bangladesh,771,Asia,1,1,2026-01-05 00:00:00.000,2026-01-05 00:00:00.000,0,0,1,0,1,1,1,,
614133,BNG-2026-2-5201-0,2026,false,Clear,2,5201,4591,Supporters of Awami League - Supporters of BNP,5201,5201,Supporters of Awami League - Supporters of BNP,372,372,Supporters of Awami League,374,374,Supporters of BNP,1,"""SAPT,2026-01-21,Bangladesh: Timeline (Terrorist Activities)-2026""",SAPT,2026-01-21,Bangladesh: Timeline (Terrorist Activities)-2026,SAPT,1,Singra town,near his home in Singra Upazila (Sub-District) in Natore District,Rajshahi division,Natore district,24.497880,89.142120,POINT (89.14212 24.49788),164699,Bangladesh,771,Asia,1,1,2026-01-21 00:00:00.000,2026-01-21 00:00:00.000,0,1,0,0,1,1,1,,
614118,BNG-2026-1-10993-0,2026,false,Clear,1,10383,10383,Bangladesh - Myanmar (Burma),10993,10993,Government of Bangladesh - Government of Myanmar (Burma),143,143,Government of Bangladesh,144,144,Government of Myanmar (Burma),1,"""SAPT,2026-01-15,Bangladesh: Timeline (Terrorist Activities)-2026""",SAPT,2026-01-15,Bangladesh: Timeline (Terrorist Activities)-2026,SAPT,5,Bangladesh - Myanmar border (Bandarban district),Bangladesh–Myanmar border,Chittagong division,Bandarban district,21.447500,92.442900,POINT (92.4429 21.4475),160385,Bangladesh,771,Asia,1,1,2026-01-15 00:00:00.000,2026-01-15 00:00:00.000,1,0,0,0,1,1,1,771,775
613924,BNG-2026-2-11117-0,2026,false,Check dyad,2,11117,10507,Supporters of BNP - Supporters of Jamaat-e-Islami,11117,11117,Supporters of BNP - Supporters of Jamaat-e-Islami,374,374,Supporters of BNP,2765,2765,Supporters of Jamaat-e-Islami,2,"""Xinhua News Agency,2026-01-29,Pre-election violence leaves 1 dead in N. Bangladesh"";""SAPT,2026-01-28,Bangladesh: Timeline (Terrorist Activities)-2026""",Xinhua News Agency;SAPT,2026-01-29;2026-01-28,Pre-election violence leaves 1 dead in N. Bangladesh;Bangladesh: Timeline (Terrorist Activities)-2026,"police, SAPT",1,Sherpur sub-district,Bangladesh's northern Sherpur,Rajshahi division,Bogra district,24.630799,89.425512,POINT (89.425512048631 24.630799812531),165419,Bangladesh,771,Asia,1,1,2026-01-28 00:00:00.000,2026-01-28 00:00:00.000,0,1,0,0,1,1,1,,
614086,BNG-2026-2-18402-0,2026,false,Clear,2,18402,16551,Supporters of Giasuddin Chowdhury - Supporters of Golam Khondokar,18402,18402,Supporters of Giasuddin Chowdhury - Supporters of Golam Khondokar,9452,9452,Supporters of Giasuddin Chowdhury,9453,9453,Supporters of Golam Khondokar,1,"""SAPT,2026-02-05,Bangladesh: Timeline (Terrorist Activities)-2026""",SAPT,2026-02-05,Bangladesh: Timeline (Terrorist Activities)-2026,SAPT,2,Raozan sub-district,Purba Gujra Union of Raozan Upazila in Chattogram District,Chittagong division,Chittagong district,22.535039,91.910428,POINT (91.910428 22.535039),162544,Bangladesh,771,Asia,1,1,2026-01-05 00:00:00.000,2026-01-05 00:00:00.000,1,0,0,0,1,1,1,,
613021,BEN-2026-1-16685-1,2026,false,Check deaths,1,15256,15256,Benin: Government,16685,16685,Government of Benin - JNIM,1209,1209,Government of Benin,6716,6716,JNIM,1,"""@Wamaps_news,2026-01-12,Bénin""",@Wamaps_news,2026-01-12,Bénin,"",5,W National Park (Benin),in the south and east of W National Park,Alibori department,Karimama commune,12.038249,3.033890,POINT (3.03389 12.038249),147247,Benin,434,Africa,2,2,2026-01-09 00:00:00.000,2026-01-12 00:00:00.000,0,0,0,0,0,1,0,434,
612950,BRA-2026-1-1-XXX140-0,2026,false,Check dyad,1,XXX140,22,XXX140,1-XXX140,43,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Diário do Amapá,2026-01-19,Teenager shoots at police and dies in the exchange of fire.""",Diário do Amapá,2026-01-19,Teenager shoots at police and dies in the exchange of fire.,Diário do Amapá,1,Macapá town,"Jardim Marco Zero neighborhood, in the southern part of Macapá",Amapá state,Macapá municipality,0.038890,-51.066390,POINT (-51.06639 0.03889),129858,Brazil,140,Americas,1,1,2026-01-18 00:00:00.000,2026-01-18 00:00:00.000,0,1,0,0,1,1,1,,
